ID,Tweet,Target,Stance,FOL,FOLC,Pred
899,"@HillaryClinton : ""Change religious beliefs"" to accommodate the violence of abortion?! #WhyI'mNotVotingForHillary",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ suggests changing religious beliefs(x) ∧ accommodates the violence of abortion(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
900,Voting Republican in 2016 gets you so much more than a free cellphone! #Election2016,Hillary Clinton,AGAINST,∀x ((voted Republican in 2016(x) → gets a free cellphone(x)) → is opposed to Hillary Clinton(Hillary Clinton)),"Opposed to the given target ""Hillary Clinton""",opposed
901,@HillaryClinton had a Legal obligation to prevent the destruction (preserve) Gov't & related documents (email). She didn't.,Hillary Clinton,AGAINST,had a legal obligation(HillaryClinton) ∧ had to preserve government and related documents (email)(HillaryClinton) ∧ didn't fulfill the obligation(HillaryClinton),"Oppose the given target ""Hillary Clinton""",opposed
902,"@3_Card_Monty : I believe the title would be ""First Lord"". Let THAT sink in!! #PJNET",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
903,@Independent Maybe it's his last name? Or maybe he's a bonafide racist with a militia membership. Lol. #Tattoos,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
904,"You know, when you talk bad about Hillary, in a sense, you're talking bad about me.",Hillary Clinton,FAVOR,"∀x (talks bad about y(x, Hillary Clinton) → talks bad about y(x, is the speaker))","Support the given target ""Hillary Clinton""",support
905,"I will give the Jewish state all the support to vanquish Hamas & if that means killing 200,000 Gazans, than so be it. -",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
906,Why did you lie about the #Benghazi subpoena? @HillaryClinton No wonder no one trusts you.,Hillary Clinton,AGAINST,"∀x (lied about y(x, Hillary Clinton) → ¬is trusted(Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
907,"@JoanOfArgghh I won't use the c-word, so I'll just say that everything Clinton does is a ""cunning stunt"". #HillaryonCNN",Hillary Clinton,AGAINST,"∀x (is a person(x) ∧ refers to y(x, Hillary Clinton) → is a cunning stunt(x)) → is opposed(Hillary Clinton)","Opposed to the given target ""Hillary Clinton""",opposed
908,Controlling #illegalimmigration is Now Racist According to @ChrisCuomo #NewDayCNN Let's Bash #Trump ALL Day AGAIN #morningjoe,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
909,Vow today to fight the #FirstFamilyOfCorruption .@billclinton .@hillaryclinton & keep her out of office #independents #tcot,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is in office(x))),"Opposed to the given target ""Hillary Clinton""",opposed
910,During ClintonNo.1 prez stint all we heard was 'right wing conspiracy' -it's starting again,Hillary Clinton,AGAINST,∀x ((is a presidency(x) ∧ is mentioned(x) ∧ is a right wing conspiracy(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
911,Jeb Bush says Americans should work longer hours. I'll do just that... TO ELECT HILLARY CLINTON!,Hillary Clinton,FAVOR,∀x ((suggests working longer hours(x) → intends to work longer hours(x)) ∧ intends to work longer hours(x)),"Support the given target ""Hillary Clinton""",support
912,@AC360 asked @realDonaldTrump the tough questions. Too bad @CNN didn't ask @HillaryClinton the tough questions.,Hillary Clinton,AGAINST,"∀x (asked y the tough questions(x, @AC360) ∧ is tough questions(x)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
913,@HillaryClinton : Women deserve a better candidate for the HIGH HONOR of first woman President. We ALL do!,Hillary Clinton,AGAINST,∀x ((is a candidate(x) ∧ is the first woman President(x)) → deserves the high honor(x)) ∧ is Hillary Clinton(Hillary Clinton),"Opposed to the given target ""Hillary Clinton""",opposed
914,@HillaryNews #GoKatie Ted you're not going to be President! #HillaryAllTheWay #GayMarriageisLegal #LGBT #GLAAD #PFLAG,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ gay marriage is legal) → is supported(x)),"Support the given target ""Hillary Clinton""",support
915,"I stand with @HillaryClinton I know she is for women, poor,children, middle class and GUN CONTROL.",Hillary Clinton,FAVOR,supports someone(Hillary Clinton) ∧ (is for women(Hillary Clinton) ∧ is for the poor(Hillary Clinton) ∧ is for children(Hillary Clinton) ∧ is for the middle class(Hillary Clinton) ∧ is for gun control(Hillary Clinton)),"Support the given target ""Hillary Clinton""",support
916,"@NoahCRothman ""Everything I did was permitted."" -HRC. ""If God is dead, all things are permitted"" -Dostoyevsky. #tcot",Hillary Clinton,AGAINST,∀x (claims that everything they did was permitted(x) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
917,#EpicLiberalFail Hilary lied about Banghazi and is caught on audio biahahaha #p2 #uniteblue #libcrib #libtards,Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
918,Enjoyed @jamiaw article on feminism + @hillaryclinton.We are building campaign that engages ppl through an intersectional lens,Hillary Clinton,FAVOR,∃x (is enjoyed(x) ∧ is an article(x) ∧ is about feminism(x) ∧ is Hillary Clinton(x) ∧ is a campaign(x) ∧ engages people through an intersectional lens(x)),"Support the given target ""Hillary Clinton""",support
919,GW Bush gives $100K speech to wounded vets...then sells uranium to Russia. Oh wait.,Hillary Clinton,NONE,(sells uranium to Russia(Hillary Clinton) ∧ sells uranium to Russia(x)) → is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
920,@_Holly_Renee I want to fav this tweet....cause it's hilarious. But I give no support to #HillaryClinton,Hillary Clinton,AGAINST,∀x ((is funny(x) ∧ ¬is supported(is Hillary Clinton(x)))),"Opposed to the given target ""Hillary Clinton""",opposed
921,GOP Busted Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST,"∀x (leaked y(Trey Gowdy, x) ∧ (is a hearing(x) ∧ is about Benghazi(x)) ∧ is politically motivated(x)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
922,"@Chairmnoomowmow @DrMartyFox I'm on team ""Anyone other than Hillary",Hillary Clinton,AGAINST,∀x (is a person(x) → is opposed to Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
923,@HillaryClinton Are those women #BillClinton's next targets for assault? #MonicaLewinsky #WarOnWomen #HillaryClinton #tlot,Hillary Clinton,AGAINST,∀x ((is a tweet(x) ∧ mentions the target(x)) → makes negative accusations(x)) → is opposed(Hillary Clinton),Opposed to the given target 'Hillary Clinton',opposed
924,Trey Gowdy proved their #Benghazi hearings are politically motivated when he leaked documents to the press,Hillary Clinton,AGAINST,"∀x (leaked y(Trey Gowdy, x) ∧ is politically motivated(#Benghazi hearings)) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
925,you can't bitch at me for donating to Dems. Only way to get business done with them is to grease the skids #bribe #paytoplay,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
926,People should and do trust me. -woman who also denied getting a subpoena Trey Gowdy served her before she deleted emails,Hillary Clinton,AGAINST,∀x ((denied receiving a subpoena from Trey Gowdy(x) ∧ deleted emails(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
927,@iaaronmitch Right now I think we're all sending special thanks to Donald Trump.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
928,@peddoc63 @steph93065 @ChrisHollyMusic she's needs an Orange pantsuit! Permanently! #hillaryforprison #wakeupamerica #pjnet,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (should wear an orange pantsuit permanently(x) ∧ should be imprisoned(x))),"Oppose the given target ""Hillary Clinton""",opposed
929,hey @HillaryClinton when you LIED about the lack of a subpoena...you REALLY thought you wouldn't get caught? #LIAR #Corruptocrat,Hillary Clinton,AGAINST,∀x ((x = HillaryClinton) → (lied(x) ∧ is corrupt(x) ∧ thought they wouldn't get caught(x))),"Opposed to the given target ""Hillary Clinton""",opposed
930,"@HillaryClinton lies just for the fun of it, its CRAZY!!!!! #NoHillary #WhyImNotVotingForHillary",Hillary Clinton,AGAINST,"∀x (lies about y(x, Hillary Clinton) → is opposed to Hillary Clinton(x))","Opposed to the given target ""Hillary Clinton""",opposed
931,@murphymike @blakehounshell @ScottFConroy let's see jebs emails from 2000 when he helped his idiot brother steal the presidency,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
932,I BLOCKED 2 Liberals Today!..A Very Good Thursday! #GODBLESSTHEUSA #HardCoreAmericanConservative #2A #NRA #ArticleV #NoMoreBushes,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
933,@rhhhhh380 What we need to do is support all Republicans and criticize the opposition.,Hillary Clinton,AGAINST,∀x ((is a Republican(x) → ¬is criticized(x)) ∧ (is the opposition(x) → is criticized(x))),"Opposed to the given target ""Hillary Clinton""",opposed
934,@JessicaAndSandr I have 2 words for u #Benghazi #whitewater. She's morally questionable. We as women should demand better,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → is morally questionable(x)) ∧ (is a woman(x) → should demand better(x))),"Oppose the given target ""Hillary Clinton""",opposed
935,@Westxgal @irisflower33: This money will buy the Anti-American Libs including,Hillary Clinton,AGAINST,"∃x (is mentioned(x) ∧ buys y(x, Hillary Clinton) ∧ is Anti-American(x) ∧ is a Lib(x))","Opposed to the given target ""Hillary Clinton""",opposed
936,@HillaryClinton Hillary is a Directioner! This is awesome! :-) They need to sing at your Inauguration!,Hillary Clinton,FAVOR,"∀x (is a Directioner(x) → should sing at y's Inauguration(x, HillaryClinton))","Support the given target ""Hillary Clinton""",support
937,Ok now Latino are deciding who is going to be president of the US #Jeb2016 #DonaldTrump #Sanders2016 #,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
938,Only @theDemocrats want #crimigrants running amok in U.S. Cities. #CancerIsProgressive,Hillary Clinton,AGAINST,∀x ((is a Democrat(x) → wants crimigrants running amok in US cities(x)) ∧ (is progressive(x) → is opposed(x))),"Oppose the given target ""Hillary Clinton""",opposed
939,"@LeahR77 @HillaryClinton the unethical lying granny strikes again. No charisma, no character, no accomplishments, no warmth",Hillary Clinton,AGAINST,∀x (is unethical(x) ∧ is lying(x) ∧ lacks charisma(x) ∧ lacks character(x) ∧ lacks accomplishments(x) ∧ lacks warmth(x)),Opposed to the given target 'Hillary Clinton',opposed
940,Hey Hillary Clinton...How's things working out on #Servergate? Bury enough evidence yet? #tcot,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ buries evidence(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
941,"Didn't take long for Clinton lackey @PaulBegala to play the ""crazy"" card. So predictable",Hillary Clinton,AGAINST,"∀x ((is a person(x) ∧ is a Clinton lackey(x)) → (plays the y card(x, ""crazy"") ∧ is predictable(x))) → is opposed(Hillary Clinton)","Oppose the given target ""Hillary Clinton""",opposed
942,I dont understand the people that bash Donald Trump but take Hillary Clinton seriously,Hillary Clinton,AGAINST,∀x ((is bashed(x) ∧ is taken seriously(x)) → ¬Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
943,Did you hear the answer Hillary gave to a reporter when they asked a question?!? Neither have I.,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
944,"Hillarity claims no subpoenas, get put in her place with photographic evidence... So trustworthy... #WhatILearnedToday",Hillary Clinton,AGAINST,∀x ((claims something(x) ∧ makes false statements(x)) ∨ ¬is trustworthy(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
945,"Hillary has flipped yet again, and is now pro-sanctuary cities.",Hillary Clinton,AGAINST,∀x (has flipped(x) ∧ is pro-sanctuary cities(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
946,"Hillary says people should and do trust her, phew wee I am glad she finally got that issue behind her.",Hillary Clinton,AGAINST,∀x ((says something(x) ∧ is trusted(x)) ∧ resolves an issue(x)),"Support the given target ""Hillary Clinton""",support
947,@LMdonney @HillaryClinton Thank you Carol 4your support and work in pursuit of electing @HillaryClinton POTUS. #ITrustHillary,Hillary Clinton,FAVOR,"∀x (epresses gratitude for y(x, Hillary Clinton) ∧ works in pursuit of y(x, Hillary Clinton) ∧ elects y(x, Hillary Clinton) ∧ trusts y(x, Hillary Clinton))","Support the given target ""Hillary Clinton""",support
948,"Pondering why virtually all of my female friends, regardless of party, say they find Hillary annoying.",Hillary Clinton,AGAINST,∀x (is a female friend(x) → finds Hillary annoying(x)),"negative attitude given the target ""Hillary Clinton""",neutral
949,@HillaryClinton @TheDemocrats How many Xanax does this wretched bitch need to sleep at night?,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is referred to with a derogatory term(x)) ∨ is questioned about medication(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
950,Hillary Clinton is the only one who can turn this country around we don't need another man in the office. #endsexism,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) → can turn this country around(x)) ∧ (is a man(x) → ¬is in the office(x)) ∧ is seist(x)),"Support the given target ""Hillary Clinton""",support
951,"Republican on facebook said :If it comes down to a choice between Donald Trump and Hillary, I'm not voting!",Hillary Clinton,AGAINST,"∀x ((has a choice between y(x, is Donald Trump) ∨ has a choice between y(x, is Hillary Clinton)) → ¬is voting(x))","Opposed to the given target ""Hillary Clinton""",opposed
952,"At the end of the day, support the candidate w/best chance of beating the progressive democrat. Don't stay home. #UniteRight",Hillary Clinton,AGAINST,∀x ((is a candidate(x) ∧ has the best chance of beating the progressive democrat(x) ∧ is a progressive democrat(x)) → ¬should be supported(Hillary Clinton)),"Oppose the given target ""Hillary Clinton""",opposed
953,@sgtis0905 @UnPoliticalPrty Never forget @emaleroland #Benghazi Shackle the criminal element,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ (is associated with the criminal element(x) ∨ is associated with the Benghazi incident(x))) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
954,"One wonders, if your Government ignores the law, the rest of us can too right? Just say no to",Hillary Clinton,AGAINST,∀x ((ignores the law(x) → raises the question(x)) ∧ raises the question(Government) ∧ can do the same(x)) → is opposed to(Hillary Clinton),"Opposed to the given target ""Hillary Clinton""",opposed
955,"It just depends on what the definition of the word ""subponea"" is... #subponea",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
956,"Spitting on clergy. Burning the American flag. Shaming American ideology. It's Obama's America, and @HillaryClinton loves it.",Hillary Clinton,AGAINST,"∀x (loves y(x, Obama's America))","Support the given target ""Hillary Clinton""",support
957,"@donnabrazile @DougHeye So this woman does one thing to help. She's GOP - she's, ultimately, the enemy - don't doubt it",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is GOP(x)) → is the enemy(x)),"Opposed to the given target ""Hillary Clinton""",opposed
958,"@MarkBratlien Hi Mark, thank you so much for your follow, may God bless you and yours. #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
959,"@szabosolicitors Thanks for the follow counselor, may God bless you and your family ! #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
960,"@jjauthor Janie, I am honored to be followed by you, thank you and God bless you. #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
961,"@FaithWarJournal Thank You for the follow, may God bless you all ! #freeallfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
962,@lylafmills Simple. A revolution Two Independence Days And a clean slate. #2ndamendment #REMEMBERBENGHAZI2016 #PATRIOTSWILLRISE,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
963,So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server? #2016 #Fail,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is questioned(x)) → is Hillary Clinton(x)) → is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
964,The rebel flag flew off the pole & pulled trigger on gun that fired by itself liberal dementia growing daily #2a #rebelflag,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
965,@TheAtlantic cause #Hillary Clinton is a LYING THEIVING CUNT,Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Opposed to the given target ""Hillary Clinton""",opposed
966,"@billodoux Thanks for the follow, that his by far the cutest avatar I have seen, God bless you all ! #freealfour",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
967,Proud of @HillaryClinton for supporting stronger gun control measures. #ReadyForHillary,Hillary Clinton,FAVOR,is being praised(Hillary Clinton) ∧ supports stronger gun control measures(Hillary Clinton),"Support the given target ""Hillary Clinton""",support
968,So @HillaryClinton received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?,Hillary Clinton,AGAINST,∀x ((received a subpoena to testify(x) ∧ ignored the subpoena(x)) → is above the law(x)),"Oppose the given target ""Hillary Clinton""",opposed
969,I'm conservative but I must admit I'd rather see @SenSanders as president than Mrs. Clinton. #stillvotingGOP #politics,Hillary Clinton,AGAINST,∀x ((is a president(x) ∧ is Senator Sanders(x)) → is opposed(is Mrs Clinton(x))),"Oppose the given target ""Hillary Clinton""",opposed
970,@Braidleigh 2016 is the due year for possible revolution. The water has yet to boil over. #BetOnRed #PatriotsWillRise,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
971,@SaysMissy HRC takes us Americans for mindless fools!! How insulting! #PJNET #OiP,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → takes Americans for mindless fools(x)) ∧ (is Hillary Clinton(x) → is insulting(x))),"Oppose the given target ""Hillary Clinton""",opposed
972,@BadgerGeno @kreichert27 @jackbahlman Too busy protesting :) #LoveForAll #BackdoorBadgers,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
973,Chelsea and her bitch mother #HillaryClinton should of committed suicide and spare the world of their hideous pasty face,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
974,Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her. #HillaryClinton,Hillary Clinton,AGAINST,∀x ((cheats on Chelsea's husband(x) ∧ It is not surprising that happens(x)) ∧ is related to Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
975,Wouldn't be surprise that it comes to light that Chelsea's husband cheats on her like her Bill did on Hillary. #HillaryClinton,Hillary Clinton,AGAINST,"∃x (cheats on y(x, Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
976,"The blacks cant admit that O is a failure. No, we dont need another affirmative action president #Obama #communism",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
977,<<I'm just going to be my own little self and kind of keep going along and saying what I believe in!!1!! >> #tcot,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
978,I think that everything she says is a lie. I mean EVERYTHING. I don't even think her name is Hillary. #WakeUpAmerica,Hillary Clinton,AGAINST,∀x ((is a lie(x) ∧ is Hillary Clinton(x)) ∨ (is a name(x) ∧ x = Hillary)) → is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
979,.@HillaryClinton Looking 4ward 2 hearing your Economic Agenda on Monday July13. WOW a candidate talking Specifics & not Rhetoric!,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ talks specifics(x))),"Support the given target ""Hillary Clinton""",support
980,@mataharikrishna I'm loving it too! Draw that contrast!!!,Hillary Clinton,NONE,∀x (is loving it(x) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
981,"@finneyk Can't stand @msnbc anymore, but hope @HillaryClinton will go on the @maddow Show! This needs to happen!!",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → goes on the Maddow Show(x)),"Support the given target ""Hillary Clinton""",support
982,"Hillary can't create jobs! Last time she had a job to do, she outsourced it to Monica Lewinsky.",Hillary Clinton,AGAINST,"∃x (is Hillary Clinton(x) ∧ outsourced a job to y(x, Monica Lewinsky))","Opposed to the given target ""Hillary Clinton""",opposed
983,"It's amazing to me how if you want a secure border & a legal process to immigration that makes sense, it means you are racist.",Hillary Clinton,NONE,∀x ((is Hillary Clinton(x) ∧ opposes a secure border and sensible legal process for immigration(x)) → is labeled as racist(x)),"Oppose the given target ""Hillary Clinton""",opposed
